Tema;Categoría;Pregunta ABC AFIP;Preguntas Similares;Respuesta AFIP;Respuesta Bill
Monotributo;Recategorización;¿Qué es la recategorización?;"¿Qué siginifica recategorizarme?
¿Es obligatoria la recategorización?
¿Siempre debo recategorizarme?";"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Qué es la recategorización?;¿Cómo se define la recategorización?;"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Qué es la recategorización?;¿A qué se refiere el concepto de  recategorización?;"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Qué es la recategorización?;¿A qué se le denomina recategorización?;"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Qué es la recategorización?;¿Cuál es la definición de  recategorización?;"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Qué es la recategorización?;¿En qué consiste la  recategorización?;"La recategorización es una obligación que deben cumplir los monotributistas cuando sus parámetros sean superiores o inferiores a la categoría declarada. Dicha recategorización se realiza en forma semestral.

Fuente: Art. 9 Ley 26.565";"Es una obligación que debes cumplir semestralmente cuando tus parámetros sean superiores o inferiores a la categoría declarada. 

Fuente: Art. 9 Ley 26.565
"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;"¿En qué fecha debo realizar la recategorización?
¿Me puedo recategorizar cuando quiero?
¿Hay una fecha establecida para recategorizarme?
¿Cuándo me debo recategorizar?
¿Cada cuánto tiempo hay que recategorizarse?";"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;¿En qué tiempo se debe realizarse la recategorización?;"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;¿En qué momento se debe realizarse la recategorización?;"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;¿A partir de cuándo se puede llevarse a cabo la recategorización?;"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;¿En qué tiempo se puede llevarse a cabo la recategorización?;"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;¿Cuando debe realizarse la recategorización?;¿En qué momento se puede llevarse a cabo la recategorización?;"La recategorización semestral se efectuará hasta el día 20 de los meses de julio y enero, respecto de cada semestre concluido en junio y diciembre respectivamente.
Cuando la fecha de vencimiento indicada en el párrafo anterior coincida con día feriado o inhábil, la misma se trasladará al día hábil inmediato siguiente.
Las obligaciones de pago resultantes de la recategorización, tendrán efectos para el período comprendido entre el primer día del mes siguiente al de la recategorización y el último día del mes en que deba efectuarse la próxima recategorización.
Fuente: Art. 20 RG 4309/18
";"La recategorización la deberás realizar del 1º al 20 de enero y del 1º al 20 de julio, respecto de cada semestre concluido en junio y diciembre respectivamente.
Fuente: Art. 20 RG 4309/18"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;"¿Debo pasar a ser Responsable Inscripto si mi facturación de mi primer semetre de actividad supera el límite impuesto para la categoría más alta del Monotributo?
¿Puedo quedar excluido del Monotributo por superar los ingresos máximos establecidos por más que lleve menos un año como inscripto?";"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;Para el caso que transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;¿Se puede inscribirse en el Régimen General, si pasados un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la;"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;Si pasados un semestre desde la inscripción y al anualizar  los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿Se permite la inscripción en;"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;En el caso que luego de 6 meses desde la inscripción y al anualizar los ingresos brutos para la recategorización, se pasa del límite de la categoría máxima, ¿Se puede inscribirse;"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;Si transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se supera el límite de la categoría máxima, ¿corresponde la inscripción en el Régimen General?;¿Le corresponde la inscripción en el Régimen General, para el caso que transcurrió un semestre desde la inscripción y al anualizar los ingresos brutos para la recategorización, se sobrepasó el límite de la categoría máxima?;"No, ya que si se superan los límites de la última categoría por anualización de acuerdo con la actividad desarrollada por el contribuyente, quedará encuadrado en esa última categoría hasta la próxima recategorización semestral. Por lo tanto, no queda excluido del monotributo y permanece en ese régimen hasta la siguiente recategorización.
Fuente: Art. 15 Decreto 1/10";"No, no quedas excluido del monotributo. Si superás los límites de la última categoría por anualización, quedás encuadrado en esa última categoría hasta la próxima recategorización semestral. 
Fuente: Art. 15 Decreto 1/10
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;"¿Cómo puedo saber si estoy incumpliendo con algún o algunos requisistos del Monotributo?
¿Dónde puedo ver mis inconsistencias en el Monotributo?";"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;¿En qué lugar se podrá consultar el monotributista si tiene inconsistencias?;"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;¿Dónde podrá consultar el monotributista si tiene datos inconsistentes ?;"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;¿Dónde se podrá consultar el monotributista si tiene datos erróneos?;"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;¿En qué sitio podrá consultar el monotributista si tiene inconsistencias?;"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Dónde podrá consultar el monotributista si tiene inconsistencias?;¿En qué sitio podrá consultar el monotributista si tiene  datos inconsistentes?;"Se podrán visualizar las inconsistencias que deberán resolverse con anterioridad a la recategorización, ingresando al portal para monotributistas (monotributo.afip.gob.ar), con la clave fiscal.


Fuente: CIT AFIP";"Podrás ver tus inconsistencias a resolver con anterioridad a la recategorización, ingresando con tu CUIT y Clave Fiscal al portal para monotributistas (http://bit.ly/_Monotributo).
 
Fuente: CIT AFIP
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;"¿Qué parámetros debo tener en cuenta para recategorizarme?
¿Qué cosas debo tener en cuenta al momento de la recategorización?
¿Cuáles son los parámetros que influyen en la recategorización?";"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;¿Qué parámetros se tienen que considerar en la recategorización?;"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;¿Qué parámetros se deben considerar en la recategorización?;"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;¿Qué variables se debe considerar en la recategorización?;"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;En la recategorización, ¿Qué parámetros se tienen que considerar?;"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;¿Cuáles son los parámetros a considerar en la recategorización?;¿Cuáles son las variables a considerar en la recategorización?;"A los efectos de la recategorización, se deberán considerar los ingresos brutos acumulados, la energía eléctrica consumida y los alquileres devengados en los 12 meses inmediatos anteriores, así como la superficie afectada a la actividad en ese momento.
Asimismo, se observará lo siguiente:
- La energía eléctrica computable será la que resulte de las facturas cuyos vencimientos para el pago hayan operado en el período que corresponda.
- Cuando se utilicen para el desarrollo de la actividad distintas unidades de explotación en forma no simultánea:
1. El parámetro superficie se determinará considerando el local, establecimiento u oficina de mayor superficie afectada a la actividad,
2. el parámetro energía eléctrica consumida será el mayor de los consumos en cualquiera de las unidades de explotación, aún cuando no coincida con la que se consideró para la determinación del parámetro superficie, y
3. el parámetro alquileres devengados será igual a la sumatoria de los montos devengados correspondientes a la unidad de explotación por la que se hubiere convenido el alquiler mayor.

Podrá visualizar la tabla de categorías ingresando aquí.

Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18";"En la recategorización deberás considerar, siempre de los 12 meses inmediatos anteriores, los ingresos brutos acumulados, y en caso de que tu actividad la lleves adelante en un local: la energía eléctrica consumida y los alquileres devengados, así como la superficie afectada a la actividad en ese momento

 
Fuente: Art. 8 Ley 26.565 y Art. 15 RG 4309/18
"
Monotributo;Recategorización;Si no transcurrieron 12 meses desde el inicio de actividad, ¿cómo se debe de realizar el cálculo a los efectos de la recategorización?;"¿Cómo me recategorizo si aún no transcurrieron 12 meses dedes mi inscripción? 
¿Cómo determino mis parámetros si no pasaron 12 meses desde mi inscripción?
¿Debo recategorizarme si aún no fui Monotributista por más de 12 meses?";"De haber transcurrido seis meses completos o más desde el inicio de actividades al momento de la recategorización, se deberá proceder a anualizar los parámetros a fin de determinar la recategorización.
Para esto se deberá sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que se recategoriza; ese importe total deberá dividirse por la cantidad de dichos meses y multiplicarse por 12.
De no haber transcurrido seis meses completos, se mantendrá la categorización inicial hasta el momento de la primera recategorización
Se podrá conocer cuándo se debe cumplir con la recategorización ingresando aquí.

Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
";" Si aún no transcurrienro 12 meses desde tu inscripción se pueden dar alguna de las siguientes situaciones:
- Antigüedad de 6 meses o mayor: deberás anualizar los parámetros a fin de determinar la recategorización. 
¿Cómo se anualiza?
Deberás sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que te recategorizás, dividí ese importe por la cantidad de dichos meses y multiplicalo por 12.

- Antigüedad menor a 6 meses: te mantenés en la categoría inicial hasta la próxima recategorización.
Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
"
Monotributo;Recategorización;Si no transcurrieron 12 meses desde el inicio de actividad, ¿cómo se debe de realizar el cálculo a los efectos de la recategorización?;¿De qué forma se lleva a  cabo el cálculo a los efectos de la recategorización, en el caso que no se supere el año de antiguedad realizando una actividad?;"De haber transcurrido seis meses completos o más desde el inicio de actividades al momento de la recategorización, se deberá proceder a anualizar los parámetros a fin de determinar la recategorización.
Para esto se deberá sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que se recategoriza; ese importe total deberá dividirse por la cantidad de dichos meses y multiplicarse por 12.
De no haber transcurrido seis meses completos, se mantendrá la categorización inicial hasta el momento de la primera recategorización
Se podrá conocer cuándo se debe cumplir con la recategorización ingresando aquí.

Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
";" Si aún no transcurrienro 12 meses desde tu inscripción se pueden dar alguna de las siguientes situaciones:
- Antigüedad de 6 meses o mayor: deberás anualizar los parámetros a fin de determinar la recategorización. 
¿Cómo se anualiza?
Deberás sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que te recategorizás, dividí ese importe por la cantidad de dichos meses y multiplicalo por 12.

- Antigüedad menor a 6 meses: te mantenés en la categoría inicial hasta la próxima recategorización.
Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
"
Monotributo;Recategorización;Si no transcurrieron 12 meses desde el inicio de actividad, ¿cómo se debe de realizar el cálculo a los efectos de la recategorización?;Si se desarrolla una  actividad y no sean transcurrieron 12 meses, ¿De qué manera se realiza el cálculo a los efectos de la recategorización?;"De haber transcurrido seis meses completos o más desde el inicio de actividades al momento de la recategorización, se deberá proceder a anualizar los parámetros a fin de determinar la recategorización.
Para esto se deberá sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que se recategoriza; ese importe total deberá dividirse por la cantidad de dichos meses y multiplicarse por 12.
De no haber transcurrido seis meses completos, se mantendrá la categorización inicial hasta el momento de la primera recategorización
Se podrá conocer cuándo se debe cumplir con la recategorización ingresando aquí.

Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
";" Si aún no transcurrienro 12 meses desde tu inscripción se pueden dar alguna de las siguientes situaciones:
- Antigüedad de 6 meses o mayor: deberás anualizar los parámetros a fin de determinar la recategorización. 
¿Cómo se anualiza?
Deberás sumar los ingresos de los meses transcurridos desde el inicio de actividad, hasta la finalización del semestre calendario por el que te recategorizás, dividí ese importe por la cantidad de dichos meses y multiplicalo por 12.

- Antigüedad menor a 6 meses: te mantenés en la categoría inicial hasta la próxima recategorización.
Fuente: Art. 12 Ley 26.565 y Art. 15 Dto. 1/10
"
